Category,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost,Order Date - Copy,Modulo,Target Sales,Poor,Satisfactory,Good,Sales w/o decimal
Office Supplies,London,United Kingdom,Melissa Harris,EU,DB-28232,"Sunday, February 09, 2025",2025,UN-2025-768210,Critical,OFF-BI-307023,Put newspaper growth.,North,22916,Corporate,"Thursday, February 13, 2025",Same Day,England,Binders,0.19,375.3626,5,980.5645,98.06,2025-02-09,0,1355.9270999999999,1355.9270999999999,1355.9270999999999,1355.9270999999999,980
Office Supplies,Tegucigalpa,Honduras,Christopher Phillips,LATAM,SF-77876,"Tuesday, January 02, 2024",2024,HO-2024-377998,Low,OFF-ST-601388,Argue rule provide.,Central,30244,Consumer,"Thursday, January 04, 2024",Second Class,Francisco Morazán,Storage,0.25,-495.2977,3,1156.17,115.62,2024-01-02,0,660.8723,660.8723,660.8723,660.8723,1156
Technology,São Paulo,Brazil,Heather Barrett,LATAM,ZN-99976,"Wednesday, July 02, 2025",2025,BR-2025-979165,Low,TEC-MA-278009,Maintain evening happy.,South,36881,Home Office,"Saturday, July 12, 2025",Second Class,São Paulo,Machines,0.35,55.7061,8,1474.6134,147.46,2025-07-02,0,1530.3195,1530.3195,1530.3195,1530.3195,1474
Furniture,Marseille,France,Dorothy Mcdonald,EU,IQ-36891,"Thursday, July 06, 2023",2023,FR-2023-582504,Medium,FUR-TA-840918,Deal government huge indicate.,West,18867,Consumer,"Sunday, July 16, 2023",Second Class,Provence-Alpes-Côte d'Azur,Tables,0.16,-1.0585,2,21.6753,2.17,2023-07-06,0,20.6168,20.6168,20.6168,20.6168,21
Technology,Munich,Germany,Carla Avila,EU,SM-86350,"Monday, December 04, 2023",2023,GE-2023-734810,Critical,TEC-MA-392103,Floor house beyond respond explain.,West,38741,Home Office,"Thursday, December 07, 2023",Second Class,Bavaria,Machines,0.1,148.2587,10,1396.0178,139.6,2023-12-04,0,1544.2765000000002,1544.2765000000002,1544.2765000000002,1544.2765000000002,1396
Office Supplies,Medellín,Colombia,Taylor Roy,LATAM,TI-30598,"Thursday, July 28, 2022",2022,CO-2022-149769,High,OFF-AR-356572,Fly suddenly garden yourself himself.,South,28511,Consumer,"Wednesday, August 03, 2022",Standard Class,Antioquia,Art,0.27,-10.3701,8,28.61,2.86,2022-07-28,0,18.2399,18.2399,18.2399,18.2399,28
Technology,Rio de Janeiro,Brazil,Mr. Jason Bailey,LATAM,NW-11303,"Friday, August 29, 2025",2025,BR-2025-447989,Critical,TEC-PH-474981,Seek expert finally can.,South,49175,Home Office,"Sunday, August 31, 2025",Standard Class,Rio de Janeiro,Phones,0.26,41.8542,8,1270.962,127.1,2025-08-29,0,1312.8162,1312.8162,1312.8162,1312.8162,1270
Office Supplies,Toronto,Canada,Brandon Fischer,USCA,BL-33436,"Thursday, April 21, 2022",2022,CA-2022-176125,High,OFF-ST-881731,Figure car.,Canada,13857,Home Office,"Sunday, May 01, 2022",Second Class,Ontario,Storage,0.05,-104.0176,8,275.8673,27.59,2022-04-21,0,171.84969999999998,171.84969999999998,171.84969999999998,171.84969999999998,275
Office Supplies,Melbourne,Australia,Devin Curtis,APAC,QE-36444,"Monday, September 06, 2021",2021,AU-2021-255021,High,OFF-AR-949525,Hit understand from school.,Oceania,47149,Home Office,"Thursday, September 09, 2021",Standard Class,Victoria,Art,0.04,32.5877,4,262.6775,26.27,2021-09-06,0,295.2652,295.2652,295.2652,295.2652,262
Furniture,New York City,United States,Kenneth Nelson,USCA,VC-76801,"Wednesday, June 21, 2023",2023,UN-2023-437957,Low,FUR-BO-434730,Republican design during really amount.,East,18592,Home Office,"Sunday, June 25, 2023",Standard Class,New York,Bookcases,0.26,-59.9152,2,282.557,28.26,2023-06-21,0,222.64180000000002,222.64180000000002,222.64180000000002,222.64180000000002,282
Furniture,London,United Kingdom,Dennis Hess,EU,ZZ-53665,"Tuesday, November 15, 2022",2022,UN-2022-293882,Medium,FUR-BO-828430,Daughter process four democratic.,North,48110,Consumer,"Thursday, November 17, 2022",Same Day,England,Bookcases,0.24,-284.367,4,882.3763,88.24,2022-11-15,0,598.0092999999999,598.0092999999999,598.0092999999999,598.0092999999999,882
Furniture,Sydney,Australia,Jane Wilson,APAC,BZ-17507,"Monday, July 11, 2022",2022,AU-2022-781058,Critical,FUR-CH-441992,Network late meet.,Oceania,48756,Home Office,"Sunday, July 17, 2022",First Class,New South Wales,Chairs,0.28,-288.2395,2,1158.6757,115.87,2022-07-11,0,870.4362,870.4362,870.4362,870.4362,1158
Office Supplies,Paris,France,Melissa Mathews,EU,HX-53250,"Tuesday, July 12, 2022",2022,FR-2022-468768,High,OFF-PA-399960,Bring send.,West,27052,Home Office,"Wednesday, July 20, 2022",Same Day,Île-de-France,Paper,0.18,-164.2917,5,346.6396,34.66,2022-07-12,0,182.34789999999998,182.34789999999998,182.34789999999998,182.34789999999998,346
Furniture,São Paulo,Brazil,Timothy Velazquez,LATAM,FB-15288,"Tuesday, January 23, 2024",2024,BR-2024-716829,High,FUR-FU-635336,Lose car group.,South,42423,Home Office,"Friday, February 02, 2024",First Class,São Paulo,Furnishings,0.08,-44.9191,10,448.882,44.89,2024-01-23,0,403.9629,403.9629,403.9629,403.9629,448
Furniture,San Francisco,United States,Caitlin Johns,USCA,YE-99953,"Monday, June 02, 2025",2025,UN-2025-746119,High,FUR-FU-329224,Draw second according.,West,34910,Home Office,"Wednesday, June 11, 2025",Same Day,California,Furnishings,0.34,264.9426,6,1255.0267,125.5,2025-06-02,0,1519.9693,1519.9693,1519.9693,1519.9693,1255
Office Supplies,Houston,United States,Karen Clark,USCA,LF-93763,"Tuesday, April 26, 2022",2022,UN-2022-489400,Medium,OFF-ST-961492,Medical international never product.,Central,38298,Home Office,"Sunday, May 01, 2022",First Class,Texas,Storage,0.06,80.8549,2,1160.6615,116.07,2022-04-26,0,1241.5164,1241.5164,1241.5164,1241.5164,1160
Technology,Melbourne,Australia,Sean Barnett,APAC,UZ-27236,"Thursday, March 24, 2022",2022,AU-2022-355640,High,TEC-PH-544552,Again the report yard.,Oceania,37687,Corporate,"Sunday, April 03, 2022",First Class,Victoria,Phones,0.38,163.5087,4,632.2102,63.22,2022-03-24,0,795.7189,795.7189,795.7189,795.7189,632
Furniture,Berlin,Germany,Brandy Neal,EU,CS-26994,"Sunday, December 04, 2022",2022,GE-2022-783052,Low,FUR-CH-627398,Front mission identify.,West,48421,Home Office,"Monday, December 12, 2022",Standard Class,Berlin,Chairs,0.24,-259.7658,3,1477.5861,147.76,2022-12-04,0,1217.8202999999999,1217.8202999999999,1217.8202999999999,1217.8202999999999,1477
Office Supplies,Sydney,Australia,Katrina Flowers,APAC,FN-49750,"Wednesday, March 23, 2022",2022,AU-2022-938885,Critical,OFF-PA-744488,Southern finish learn city.,Oceania,12140,Consumer,"Friday, March 25, 2022",Standard Class,New South Wales,Paper,0.22,-127.4808,8,277.109,27.71,2022-03-23,0,149.6282,149.6282,149.6282,149.6282,277
Office Supplies,San Pedro Sula,Honduras,George Lawson,LATAM,RB-97493,"Monday, May 20, 2024",2024,HO-2024-535982,Medium,OFF-AP-539045,Customer might yourself affect PM.,Central,25517,Consumer,"Wednesday, May 29, 2024",Same Day,Cortés,Appliances,0.35,62.4572,9,538.4579,53.85,2024-05-20,0,600.9150999999999,600.9150999999999,600.9150999999999,600.9150999999999,538
Furniture,Spokane,United States,Wesley Peterson,USCA,PJ-36242,"Saturday, August 24, 2024",2024,UN-2024-120016,Low,FUR-BO-350098,Feeling difficult point small.,West,12938,Corporate,"Wednesday, August 28, 2024",First Class,Washington,Bookcases,0.19,74.6305,7,726.6861,72.67,2024-08-24,0,801.3166,801.3166,801.3166,801.3166,726
Office Supplies,Marseille,France,Antonio Miles,EU,FK-67106,"Saturday, December 09, 2023",2023,FR-2023-932351,High,OFF-PA-840932,Food take keep minute.,West,33556,Consumer,"Friday, December 15, 2023",Same Day,Provence-Alpes-Côte d'Azur,Paper,0.3,-47.8066,4,943.9189,94.39,2023-12-09,0,896.1123,896.1123,896.1123,896.1123,943
Furniture,Rio de Janeiro,Brazil,Ian Soto,LATAM,ZM-52848,"Monday, March 25, 2024",2024,BR-2024-456297,High,FUR-FU-195649,Dream whole war.,South,32877,Home Office,"Thursday, March 28, 2024",Same Day,Rio de Janeiro,Furnishings,0.18,60.8615,6,123.3248,12.33,2024-03-25,0,184.1863,184.1863,184.1863,184.1863,123
Technology,San Pedro Sula,Honduras,Jodi Fox,LATAM,YF-17151,"Tuesday, January 04, 2022",2022,HO-2022-350262,Critical,TEC-PH-853950,Organization offer task enter.,Central,19479,Home Office,"Thursday, January 06, 2022",Standard Class,Cortés,Phones,0.22,20.8561,9,339.8244,33.98,2022-01-04,0,360.68050000000005,360.68050000000005,360.68050000000005,360.68050000000005,339
Furniture,Beijing,China,Crystal Hall,APAC,KO-54395,"Tuesday, December 07, 2021",2021,CH-2021-811874,Low,FUR-TA-590751,Fly hospital business science.,North Asia,41688,Home Office,"Thursday, December 16, 2021",Same Day,Beijing,Tables,0.09,375.8445,10,858.3162,85.83,2021-12-07,0,1234.1607,1234.1607,1234.1607,1234.1607,858
Furniture,Tegucigalpa,Honduras,Natalie Franco,LATAM,QE-85848,"Tuesday, January 31, 2023",2023,HO-2023-761579,Medium,FUR-BO-989201,Ten enjoy.,Central,36776,Corporate,"Thursday, February 09, 2023",Standard Class,Francisco Morazán,Bookcases,0.19,78.8695,5,1138.3425,113.83,2023-01-31,0,1217.212,1217.212,1217.212,1217.212,1138
Furniture,Medellín,Colombia,Crystal Rios,LATAM,LX-85980,"Wednesday, April 20, 2022",2022,CO-2022-499415,Medium,FUR-BO-968666,Statement wind ever from develop.,South,48595,Consumer,"Wednesday, April 27, 2022",Standard Class,Antioquia,Bookcases,0.28,416.9964,5,852.2059,85.22,2022-04-20,0,1269.2023,1269.2023,1269.2023,1269.2023,852
Furniture,Tegucigalpa,Honduras,Pamela Russell,LATAM,UY-39435,"Saturday, December 28, 2024",2024,HO-2024-586596,Critical,FUR-FU-859543,Would movement under office message.,Central,40725,Home Office,"Tuesday, January 07, 2025",Standard Class,Francisco Morazán,Furnishings,0.32,-61.3912,10,333.102,33.31,2024-12-28,0,271.71079999999995,271.71079999999995,271.71079999999995,271.71079999999995,333
Furniture,Sydney,Australia,Rebecca Khan,APAC,FN-28632,"Friday, September 01, 2023",2023,AU-2023-759121,Medium,FUR-BO-855638,Truth air special drug.,Oceania,49322,Home Office,"Saturday, September 09, 2023",Second Class,New South Wales,Bookcases,0.24,-326.2902,9,1197.1203,119.71,2023-09-01,0,870.8301,870.8301,870.8301,870.8301,1197
Furniture,Mexico City,Mexico,Thomas James,LATAM,UC-44696,"Saturday, September 10, 2022",2022,ME-2022-514919,Low,FUR-BO-713824,Five beyond certain save.,Central,17426,Home Office,"Thursday, September 15, 2022",Standard Class,Mexico City,Bookcases,0.06,410.5828,4,998.8769,99.89,2022-09-10,0,1409.4596999999999,1409.4596999999999,1409.4596999999999,1409.4596999999999,998
Furniture,Medellín,Colombia,Tracy Smith,LATAM,HB-40829,"Wednesday, May 08, 2024",2024,CO-2024-917867,Low,FUR-CH-442410,Hundred woman.,South,35694,Consumer,"Friday, May 10, 2024",Second Class,Antioquia,Chairs,0.38,154.2931,6,311.0211,31.1,2024-05-08,0,465.3142,465.3142,465.3142,465.3142,311
Technology,Quebec City,Canada,Jennifer Sanchez,USCA,CD-18075,"Saturday, October 05, 2024",2024,CA-2024-946683,Low,TEC-PH-733507,Clearly close direction method will.,Canada,18339,Home Office,"Sunday, October 13, 2024",Second Class,Quebec,Phones,0.27,-160.742,1,506.2265,50.62,2024-10-05,0,345.4845,345.4845,345.4845,345.4845,506
Furniture,Bogotá,Colombia,Robert Mendoza,LATAM,OX-27544,"Friday, November 08, 2024",2024,CO-2024-133457,Low,FUR-CH-834573,Green often alone mouth expect.,South,45566,Corporate,"Tuesday, November 12, 2024",Standard Class,Bogotá,Chairs,0.16,0.3584,7,38.1693,3.82,2024-11-08,0,38.5277,38.5277,38.5277,38.5277,38
Office Supplies,Rio de Janeiro,Brazil,Vincent Carpenter,LATAM,CL-67645,"Saturday, January 15, 2022",2022,BR-2022-230128,High,OFF-PA-666801,Or despite bar.,South,13725,Consumer,"Tuesday, January 18, 2022",Standard Class,Rio de Janeiro,Paper,0.13,206.5914,8,571.5482,57.15,2022-01-15,0,778.1396,778.1396,778.1396,778.1396,571
Technology,Berlin,Germany,Billy Taylor,EU,UC-22935,"Tuesday, September 06, 2022",2022,GE-2022-672319,Low,TEC-AC-803895,Glass range sing assume could.,West,20202,Consumer,"Monday, September 12, 2022",Standard Class,Berlin,Accessories,0.31,-496.9897,10,1460.2534,146.03,2022-09-06,0,963.2637,963.2637,963.2637,963.2637,1460
Technology,London,United Kingdom,Joan Doyle,EU,WS-26835,"Friday, December 01, 2023",2023,UN-2023-768071,Medium,TEC-MA-367653,Them you market win.,North,39624,Home Office,"Tuesday, December 05, 2023",Standard Class,England,Machines,0.01,-300.5914,4,775.4976,77.55,2023-12-01,0,474.9062,474.9062,474.9062,474.9062,775
Furniture,Guadalajara,Mexico,Kathy Terry,LATAM,KQ-16128,"Saturday, January 21, 2023",2023,ME-2023-306137,Low,FUR-CH-559279,Possible network focus.,Central,16141,Consumer,"Sunday, January 22, 2023",Second Class,Jalisco,Chairs,0.34,-337.0795,1,1098.5413,109.85,2023-01-21,0,761.4618,761.4618,761.4618,761.4618,1098
Office Supplies,Tokyo,Japan,John Jenkins,APAC,VD-98373,"Sunday, February 19, 2023",2023,JA-2023-269383,High,OFF-BI-670379,Middle program draw second wrong.,North Asia,36561,Corporate,"Saturday, February 25, 2023",Standard Class,Tokyo,Binders,0.04,-92.793,4,731.5167,73.15,2023-02-19,0,638.7237,638.7237,638.7237,638.7237,731
Furniture,Beijing,China,Alexandra Rivera,APAC,AD-64824,"Wednesday, December 21, 2022",2022,CH-2022-859687,High,FUR-BO-495003,Together night game.,North Asia,19780,Corporate,"Friday, December 30, 2022",First Class,Beijing,Bookcases,0.28,692.737,5,1406.4284,140.64,2022-12-21,0,2099.1654,2099.1654,2099.1654,2099.1654,1406
Furniture,Orlando,United States,Kayla James,USCA,FU-76495,"Saturday, May 25, 2024",2024,UN-2024-746391,Low,FUR-FU-760329,Job then.,South,17294,Home Office,"Friday, May 31, 2024",Second Class,Florida,Furnishings,0.3,-8.3576,10,415.3269,41.53,2024-05-25,0,406.96930000000003,406.96930000000003,406.96930000000003,406.96930000000003,415
Furniture,Augusta,United States,Joshua Freeman,USCA,BY-36207,"Tuesday, December 31, 2024",2024,UN-2024-452884,Critical,FUR-CH-861987,Teach growth early.,South,39392,Home Office,"Monday, January 06, 2025",Standard Class,Georgia,Chairs,0.01,-444.1176,1,938.007,93.8,2024-12-31,0,493.88939999999997,493.88939999999997,493.88939999999997,493.88939999999997,938
Office Supplies,San Pedro Sula,Honduras,Pamela Bowers,LATAM,UZ-91718,"Monday, October 21, 2024",2024,HO-2024-184730,High,OFF-PA-301595,Less tree call grow little.,Central,16540,Consumer,"Tuesday, October 29, 2024",Second Class,Cortés,Paper,0.15,-320.683,1,1112.0875,111.21,2024-10-21,0,791.4045000000001,791.4045000000001,791.4045000000001,791.4045000000001,1112
Office Supplies,Tokyo,Japan,Daniel Swanson,APAC,FX-31549,"Thursday, June 22, 2023",2023,JA-2023-712172,Low,OFF-AP-815750,Authority drug.,North Asia,32937,Home Office,"Monday, June 26, 2023",Standard Class,Tokyo,Appliances,0.12,102.3556,5,1074.3075,107.43,2023-06-22,0,1176.6631,1176.6631,1176.6631,1176.6631,1074
Office Supplies,Sydney,Australia,Jennifer Woods,APAC,FU-95611,"Thursday, November 14, 2024",2024,AU-2024-459413,Medium,OFF-ST-370646,People possible difference war.,Oceania,30665,Corporate,"Saturday, November 23, 2024",Same Day,New South Wales,Storage,0.01,291.4362,2,629.164,62.92,2024-11-14,0,920.6002,920.6002,920.6002,920.6002,629
Office Supplies,Pittsburgh,United States,Laura Cordova,USCA,PU-24564,"Thursday, May 04, 2023",2023,UN-2023-429841,Critical,OFF-AR-162370,Hundred most.,East,43989,Corporate,"Friday, May 12, 2023",Standard Class,Pennsylvania,Art,0.12,-132.5648,1,328.8175,32.88,2023-05-04,0,196.2527,196.2527,196.2527,196.2527,328
Office Supplies,Munich,Germany,Kyle Miller,EU,HV-51742,"Monday, July 22, 2024",2024,GE-2024-840228,Medium,OFF-AR-657590,Event provide.,West,28272,Home Office,"Saturday, July 27, 2024",Second Class,Bavaria,Art,0.33,379.2238,2,1065.4317,106.54,2024-07-22,0,1444.6555,1444.6555,1444.6555,1444.6555,1065
Office Supplies,Yokohama,Japan,James Simmons,APAC,GU-70120,"Thursday, March 02, 2023",2023,JA-2023-403442,Medium,OFF-AP-176492,Method fish as guy price.,North Asia,17605,Consumer,"Friday, March 03, 2023",First Class,Kanagawa,Appliances,0.37,47.9932,2,1340.4423,134.04,2023-03-02,0,1388.4355,1388.4355,1388.4355,1388.4355,1340
Technology,Yokohama,Japan,Edward Hurst,APAC,CU-53331,"Saturday, March 16, 2024",2024,JA-2024-437872,Critical,TEC-MA-524649,Red any.,North Asia,42711,Corporate,"Sunday, March 17, 2024",Second Class,Kanagawa,Machines,0.31,-101.1458,3,420.9106,42.09,2024-03-16,0,319.7648,319.7648,319.7648,319.7648,420
Technology,Pittsburgh,United States,Howard Martinez,USCA,JC-16363,"Sunday, July 17, 2022",2022,UN-2022-462176,Critical,TEC-AC-857956,Democratic meeting important another.,East,35037,Home Office,"Wednesday, July 27, 2022",First Class,Pennsylvania,Accessories,0.31,-298.2532,5,1304.8022,130.48,2022-07-17,0,1006.5490000000001,1006.5490000000001,1006.5490000000001,1006.5490000000001,1304
Office Supplies,Aurora,United States,Kyle Floyd,USCA,DB-19766,"Sunday, May 21, 2023",2023,UN-2023-338865,Critical,OFF-AR-642601,Republican ago prove.,Central,32361,Home Office,"Wednesday, May 31, 2023",Standard Class,Illinois,Art,0.27,-607.0274,1,1375.4695,137.55,2023-05-21,0,768.4421,768.4421,768.4421,768.4421,1375
Furniture,Bogotá,Colombia,Francisco Johnson,LATAM,UL-87015,"Thursday, December 22, 2022",2022,CO-2022-569137,Medium,FUR-TA-678226,Sure positive capital.,South,41781,Home Office,"Saturday, December 24, 2022",Second Class,Bogotá,Tables,0.13,-479.4746,9,1213.0253,121.3,2022-12-22,0,733.5507,733.5507,733.5507,733.5507,1213
Technology,Spokane,United States,Barbara Salas,USCA,ZE-40112,"Friday, September 02, 2022",2022,UN-2022-140766,Critical,TEC-AC-500887,Leave require statement say skill.,West,23326,Corporate,"Friday, September 09, 2022",Standard Class,Washington,Accessories,0.16,30.7958,8,64.227,6.42,2022-09-02,0,95.0228,95.0228,95.0228,95.0228,64
Office Supplies,Spokane,United States,Crystal Barker,USCA,IL-15307,"Friday, August 18, 2023",2023,UN-2023-629203,Critical,OFF-AP-923183,Share expect sit pattern.,West,43588,Corporate,"Wednesday, August 23, 2023",First Class,Washington,Appliances,0.21,27.6919,8,227.0903,22.71,2023-08-18,0,254.78220000000002,254.78220000000002,254.78220000000002,254.78220000000002,227
Office Supplies,Melbourne,Australia,Kristen Serrano,APAC,LO-84072,"Sunday, February 20, 2022",2022,AU-2022-432536,Critical,OFF-BI-667192,Computer soon relationship tax administration.,Oceania,12316,Home Office,"Thursday, February 24, 2022",Second Class,Victoria,Binders,0.05,-11.137,3,355.5424,35.55,2022-02-20,0,344.4054,344.4054,344.4054,344.4054,355
Furniture,São Paulo,Brazil,David Trevino,LATAM,DT-19165,"Thursday, May 29, 2025",2025,BR-2025-649393,Low,FUR-TA-788807,Discussion official someone understand.,South,46636,Consumer,"Thursday, June 05, 2025",Standard Class,São Paulo,Tables,0.02,51.3478,6,797.2375,79.72,2025-05-29,0,848.5853,848.5853,848.5853,848.5853,797
Office Supplies,Beijing,China,Mark Hicks,APAC,AY-98036,"Monday, September 13, 2021",2021,CH-2021-528334,Critical,OFF-BI-663937,Matter professional system.,North Asia,39086,Consumer,"Saturday, September 18, 2021",Same Day,Beijing,Binders,0.27,76.057,9,774.1472,77.41,2021-09-13,0,850.2042,850.2042,850.2042,850.2042,774
Technology,San Francisco,United States,Lori Coleman,USCA,UN-24507,"Friday, July 26, 2024",2024,UN-2024-983492,Medium,TEC-CO-303554,East city understand partner idea.,West,27339,Corporate,"Thursday, August 01, 2024",Same Day,California,Copiers,0.08,-321.3122,10,1168.9822,116.9,2024-07-26,0,847.6699999999998,847.6699999999998,847.6699999999998,847.6699999999998,1168
Technology,Sydney,Australia,Justin Cunningham,APAC,HH-16201,"Tuesday, September 13, 2022",2022,AU-2022-112273,Low,TEC-MA-536454,After citizen.,Oceania,14962,Consumer,"Friday, September 23, 2022",Second Class,New South Wales,Machines,0.09,-120.8536,2,796.7849,79.68,2022-09-13,0,675.9313,675.9313,675.9313,675.9313,796
Office Supplies,São Paulo,Brazil,Jaime Lopez,LATAM,TI-44367,"Monday, May 20, 2024",2024,BR-2024-123091,Medium,OFF-ST-503948,Near conference social eight.,South,27392,Consumer,"Thursday, May 30, 2024",Same Day,São Paulo,Storage,0.04,235.8976,3,654.9072,65.49,2024-05-20,0,890.8048,890.8048,890.8048,890.8048,654
Furniture,Sydney,Australia,Megan Wyatt,APAC,KJ-13409,"Monday, November 18, 2024",2024,AU-2024-520048,Medium,FUR-TA-743430,Happen section game might common.,Oceania,33931,Home Office,"Wednesday, November 20, 2024",Same Day,New South Wales,Tables,0.3,-8.5794,5,181.7963,18.18,2024-11-18,0,173.2169,173.2169,173.2169,173.2169,181
